date,lead_months,forecast_nino34,forecast_residual,forecast_IA_IMF1,forecast_carrier_IMF1,forecast_IMF1,forecast_IA_IMF2,forecast_carrier_IMF2,forecast_IMF2,forecast_IA_IMF3,forecast_carrier_IMF3,forecast_IMF3,forecast_IA_IMF4,forecast_carrier_IMF4,forecast_IMF4,forecast_IA_IMF5,forecast_carrier_IMF5,forecast_IMF5,forecast_IA_IMF6,forecast_carrier_IMF6,forecast_IMF6
2028-03-01,20,0.37101893422037235,0.00813871986935022,0.09509196357991859,0.2983336608033146,0.028369133607772577,0.021224811574567168,0.8601422644956921,0.01825635749124258,0.6192307107823998,0.48822510226992466,0.30232397710041525,1.2266679909445077,-0.7675342422702253,-0.9415096869467323,0.5082047683863639,0.9685740631699669,0.49223395743833237,0.5877228368733077,0.7881376162346446,0.4632064756599917
2028-04-01,21,0.22292487594065286,0.010294845281255072,0.10033421843134455,-0.9815429439135109,-0.09848234413436317,0.015260398676324866,0.44670484078729067,0.00681689396105828,0.6258869640396927,0.3836143370784232,0.2400992127961136,1.2351741959594797,-0.7871059327187178,-0.9722129375807785,0.5033341196518126,0.9999655410122477,0.5033167752675483,0.5810902024870601,0.9174004794233136,0.5330924303498193
2028-05-01,22,-0.27800550918065503,0.011718981882979082,0.10480704225668692,0.3326292851343691,0.034861891542889385,0.008468625255042245,-0.9539551575636293,-0.008078688739521155,0.6411389639286911,-0.6478622853117165,-0.415369754373228,1.2232358680243003,-0.6871884818488774,-0.8405935990907126,0.4954645019624859,0.999886365044288,0.4954081998757485,0.5839852751125406,0.7603744112137362,0.4440474597211898
2028-06-01,23,0.3096188080824863,0.014223513976056923,0.11114498484924966,0.6702225101315498,0.07449187073419718,0.01392184341469517,-0.5828090319415247,-0.008113776083359982,0.6303652603302854,-0.051313178044734016,-0.03234604483654304,1.1709065880744898,-0.5375822280218552,-0.6294585724225528,0.5036923315513482,0.9896015574185703,0.49845471576300504,0.5620907846704465,0.6980493394527497,0.3923671009516829
2028-07-01,24,0.3445581341851424,0.016778007248470228,0.12915947778150244,-0.27215762692478673,-0.03515173696785842,0.010892353864490126,-0.4499076970848557,-0.004900553843006081,0.6400039717390467,-0.986332089950069,-0.6312564550217188,1.1478355481550673,0.11903423254390015,0.13663172356124537,0.49458483365477807,0.8510189137189081,0.4209010478787361,0.5707847323715164,0.7735948007836182,0.44155610132927403
2028-08-01,25,0.5957222797428612,0.012389232189066401,0.1439248578759848,-0.6704348842353701,-0.09649224542867797,0.025077511072051903,0.9999872823830247,0.025077192145871393,0.660440299038753,-0.9558540478238783,-0.6312845331822047,1.1163978440876616,0.39835284123758086,0.44472025314382985,0.5092727399614205,0.9332644356086605,0.4752861362309712,0.5633168181696121,0.6497697793460806,0.36602624464400507
2028-09-01,26,1.0447289924914813,0.010943680766034941,0.15624503667969142,-0.8392013330485462,-0.13112104306381603,0.03881309906535352,0.3929402079115974,0.015251227216433438,0.6786556319758119,-0.9314594260797976,-0.6321401854660121,1.1080208688848345,0.94378073832415,1.0457287537146953,0.5010491025867383,0.7167653378386002,0.3591346292893109,0.5673315031995921,0.6643944993518663,0.3769319300348348
2028-10-01,27,0.7172112664158572,0.009693027693968653,0.17524155809142572,-0.9885837237482579,-0.1732409520534683,0.04644607419993589,0.04813060901103915,0.002235477837414827,0.6427419767449718,-0.6373185317353475,-0.40963137290378027,1.0977944376027065,0.5663639027891395,0.6217511421408773,0.4937227608731542,0.6457561067980352,0.31882448789902534,0.5662490941153,0.6138278355126963,0.34757945580181965
2028-11-01,28,1.058913535868873,0.011952049342362298,0.18053451386603708,-0.7178458357897639,-0.1295959489950641,0.06045841656828731,0.2677230642707547,0.016186112544619644,0.6872112357307121,0.2285241077618877,0.15704433448930524,1.0775553364609625,0.295785504791876,0.3187252491362855,0.4935582065660262,0.6932390531493033,0.3421538237939003,0.5547630150179171,0.6172868527409023,0.342447915557464
2028-12-01,29,1.7388165026218099,0.0010261041736178977,0.1872936682015792,-0.9992017460366982,-0.18714416028863595,0.07420274571255894,-0.9999881146899202,-0.07420186378991737,0.6785763469084201,0.8101833500546131,0.5497712580060851,1.027653299463489,0.8801738637834389,0.9045135752185786,0.5086630507967733,0.5474995278393098,0.27849278014053624,0.560698278671818,0.47504838037401526,0.2663588091615454
