date,lead_months,method,forecast_mean,forecast_min_seed,forecast_max_seed,forecast_std_seed
2028-03-01 00:00:00,20,EMD-only,0.8260067156913149,0.43544507961771023,1.2020969879921288,0.2641745433182454
2028-04-01 00:00:00,21,EMD-only,0.8531041410297245,0.5117508836270158,1.286099821315937,0.3189654875371248
2028-05-01 00:00:00,22,EMD-only,0.9887148324492468,0.6347855826532561,1.5522772615513343,0.36528566740892504
2028-06-01 00:00:00,23,EMD-only,1.0059469372416916,0.6906683488812453,1.465305581218984,0.32790788441456603
2028-07-01 00:00:00,24,EMD-only,0.9194712751935841,0.7669968612116252,1.1387540039716464,0.15313722610315542
2028-08-01 00:00:00,25,EMD-only,0.9447535526636074,0.5556706581553984,1.2749934168381476,0.2906177281286032
2028-09-01 00:00:00,26,EMD-only,0.8585526340293994,0.5051534467083133,1.1614769013348192,0.2257572491822146
2028-10-01 00:00:00,27,EMD-only,0.6745991697649143,0.42304067471327367,1.1828676390869606,0.2809179163294689
2028-11-01 00:00:00,28,EMD-only,0.49400404114092256,-0.2169419770589378,1.205944193353695,0.4505547401041174
2028-12-01 00:00:00,29,EMD-only,0.41592481789441027,-0.5283803601465714,1.2034260809549007,0.6065267151649488
2026-08-01 00:00:00,1,Full HHSA,0.6060386260664747,0.38493387555534087,0.9775485053480681,0.20586057235286942
2026-09-01 00:00:00,2,Full HHSA,0.6256644915400565,0.30953555983311487,0.8539065270207826,0.17905830342818355
2026-10-01 00:00:00,3,Full HHSA,0.6219817246633482,0.2704426920759816,0.9642146121933823,0.22563438816489817
2026-11-01 00:00:00,4,Full HHSA,0.4784184669500494,0.21593591248497374,0.6589337456842754,0.1466944662573992
2026-12-01 00:00:00,5,Full HHSA,0.3186060477370263,-0.06098915394224769,0.5045284251295803,0.2015579145377828
2027-01-01 00:00:00,6,Full HHSA,0.2383329850176028,-0.0422085137820772,0.4066018898607895,0.15320752657876333
2027-02-01 00:00:00,7,Full HHSA,0.21744841512145782,0.04293539012096165,0.40406656324713375,0.1271376345688629
2027-03-01 00:00:00,8,Full HHSA,0.23870304596194672,-0.1493632888362755,0.5420818943940579,0.24226757391798456
2027-04-01 00:00:00,9,Full HHSA,0.13812318654646893,-0.19082662146383592,0.3975261512425864,0.21957606148140157
2027-05-01 00:00:00,10,Full HHSA,0.019846086971633148,-0.28719463814606777,0.31440976428410045,0.21494441913383258
2027-06-01 00:00:00,11,Full HHSA,0.0009843527433063604,-0.38668716654398116,0.2805244594352937,0.2224194532340781
2027-07-01 00:00:00,12,Full HHSA,-0.029212649461175678,-0.3752215716308416,0.2524582338628792,0.20056406593662912
2027-08-01 00:00:00,13,Full HHSA,-0.1012884117308257,-0.582698331821098,0.1959989497500479,0.2905562756740705
2027-09-01 00:00:00,14,Full HHSA,-0.03063778352966386,-0.36247267902098057,0.137541179037358,0.19786965038020188
2027-10-01 00:00:00,15,Full HHSA,-0.09788493655309208,-0.45625581821555583,0.18458693505896023,0.22588760992712553
2027-11-01 00:00:00,16,Full HHSA,0.020000574021869034,-0.1453329126046225,0.28636553410968096,0.17198874995336932
2027-12-01 00:00:00,17,Full HHSA,0.059843848700010416,-0.1239273628876409,0.28964162420965767,0.15988951797135165
2028-01-01 00:00:00,18,Full HHSA,0.15009398735123622,-0.0853985479460106,0.4377079163971157,0.17225917176181366
2028-02-01 00:00:00,19,Full HHSA,0.23836046153569965,0.03347582792577605,0.6556458728548833,0.2235069895908995
2028-03-01 00:00:00,20,Full HHSA,0.36313582653165666,0.09879229294899401,0.851872116074678,0.2577292447002785
2028-04-01 00:00:00,21,Full HHSA,0.36988438693574377,0.20524539295240252,0.8246749624486175,0.23095563284839113
2028-05-01 00:00:00,22,Full HHSA,0.32844897688136876,0.1589427832698212,0.5766839310591256,0.14520939449710998
2028-06-01 00:00:00,23,Full HHSA,0.3676799729818315,0.2431753548262403,0.5086842561640372,0.08797307569501096
2028-07-01 00:00:00,24,Full HHSA,0.44511862586582474,0.22423054673176163,0.6968135947095581,0.17197065148205792
2028-08-01 00:00:00,25,Full HHSA,0.3723372190639537,0.13884171778232451,0.546012289409456,0.15248595189599634
2028-09-01 00:00:00,26,Full HHSA,0.2918710662975961,0.10253987928621094,0.44345499778072217,0.1158687875913839
2028-10-01 00:00:00,27,Full HHSA,0.26507801001642217,0.06605806583705076,0.5382525691081665,0.1947111635488785
2028-11-01 00:00:00,28,Full HHSA,0.2831593791888522,-0.05150432153358186,0.6578456241438266,0.2792849527376261
2028-12-01 00:00:00,29,Full HHSA,0.1938666243062794,0.010317458796985715,0.41774084573254183,0.17831281505615207
2026-08-01 00:00:00,1,Persistence,1.73,1.73,1.73,0.0
2026-09-01 00:00:00,2,Persistence,1.73,1.73,1.73,0.0
2026-10-01 00:00:00,3,Persistence,1.73,1.73,1.73,0.0
2026-11-01 00:00:00,4,Persistence,1.73,1.73,1.73,0.0
2026-12-01 00:00:00,5,Persistence,1.73,1.73,1.73,0.0
2027-01-01 00:00:00,6,Persistence,1.73,1.73,1.73,0.0
2027-02-01 00:00:00,7,Persistence,1.73,1.73,1.73,0.0
2027-03-01 00:00:00,8,Persistence,1.73,1.73,1.73,0.0
2027-04-01 00:00:00,9,Persistence,1.73,1.73,1.73,0.0
2027-05-01 00:00:00,10,Persistence,1.73,1.73,1.73,0.0
2027-06-01 00:00:00,11,Persistence,1.73,1.73,1.73,0.0
2027-07-01 00:00:00,12,Persistence,1.73,1.73,1.73,0.0
2027-08-01 00:00:00,13,Persistence,1.73,1.73,1.73,0.0
2027-09-01 00:00:00,14,Persistence,1.73,1.73,1.73,0.0
2027-10-01 00:00:00,15,Persistence,1.73,1.73,1.73,0.0
2027-11-01 00:00:00,16,Persistence,1.73,1.73,1.73,0.0
2027-12-01 00:00:00,17,Persistence,1.73,1.73,1.73,0.0
2028-01-01 00:00:00,18,Persistence,1.73,1.73,1.73,0.0
2028-02-01 00:00:00,19,Persistence,1.73,1.73,1.73,0.0
2028-03-01 00:00:00,20,Persistence,1.73,1.73,1.73,0.0
2028-04-01 00:00:00,21,Persistence,1.73,1.73,1.73,0.0
2028-05-01 00:00:00,22,Persistence,1.73,1.73,1.73,0.0
2028-06-01 00:00:00,23,Persistence,1.73,1.73,1.73,0.0
2028-07-01 00:00:00,24,Persistence,1.73,1.73,1.73,0.0
2028-08-01 00:00:00,25,Persistence,1.73,1.73,1.73,0.0
2028-09-01 00:00:00,26,Persistence,1.73,1.73,1.73,0.0
2028-10-01 00:00:00,27,Persistence,1.73,1.73,1.73,0.0
2028-11-01 00:00:00,28,Persistence,1.73,1.73,1.73,0.0
2028-12-01 00:00:00,29,Persistence,1.73,1.73,1.73,0.0
2026-08-01,1,M4 Dual physical,1.896746313992725,,,
2026-09-01,2,M4 Dual physical,1.8694042476610364,,,
2026-10-01,3,M4 Dual physical,1.5123397230599187,,,
2026-11-01,4,M4 Dual physical,2.1913783729944143,,,
2026-12-01,5,M4 Dual physical,1.2517414602951316,,,
2027-01-01,6,M4 Dual physical,1.568003671980725,,,
2027-02-01,7,M4 Dual physical,0.6552571524967756,,,
2027-03-01,8,M4 Dual physical,0.2402609856419783,,,
2027-04-01,9,M4 Dual physical,-0.5578846986204362,,,
2027-05-01,10,M4 Dual physical,-0.2105679523261358,,,
2027-06-01,11,M4 Dual physical,-1.4157579712690491,,,
2027-07-01,12,M4 Dual physical,-0.5247984108597062,,,
2027-08-01,13,M4 Dual physical,-0.252431648604447,,,
2027-09-01,14,M4 Dual physical,-0.3041555947872194,,,
2027-10-01,15,M4 Dual physical,-0.0302557273958656,,,
2027-11-01,16,M4 Dual physical,0.219513407063855,,,
2027-12-01,17,M4 Dual physical,0.4980279177577272,,,
2028-01-01,18,M4 Dual physical,0.6416325070042219,,,
2028-02-01,19,M4 Dual physical,0.6291798221445353,,,
2028-03-01,20,M4 Dual physical,0.3710189342203723,,,
2028-04-01,21,M4 Dual physical,0.2229248759406528,,,
2028-05-01,22,M4 Dual physical,-0.278005509180655,,,
2028-06-01,23,M4 Dual physical,0.3096188080824863,,,
2028-07-01,24,M4 Dual physical,0.3445581341851424,,,
2028-08-01,25,M4 Dual physical,0.5957222797428612,,,
2028-09-01,26,M4 Dual physical,1.044728992491481,,,
2028-10-01,27,M4 Dual physical,0.7172112664158572,,,
2028-11-01,28,M4 Dual physical,1.058913535868873,,,
2028-12-01,29,M4 Dual physical,1.73881650262181,,,
